title,company,location,work_type,level,compensation,link,id,scraped_date
Senior Artificial Intelligence Engineer,"MESO SCALE DIAGNOSTICS, LLC.",United States,Remote,Senior level,101K-155K Annually,https://builtin.com/job/senior-artificial-intelligence-engineer/8400120,8400120,2026-02-04
AI Engineer,Guild Mortgage,USA,Remote,Mid level,106K-140K Annually,https://builtin.com/job/ai-engineer/8399099,8399099,2026-02-04
"Senior Software Engineer, AI",Webflow,3 Locations,Remote,Senior level,132K-207K Annually,https://builtin.com/job/senior-software-engineer-ai/7201524,7201524,2026-02-04
AI Integrations Staff Engineer,Vetcove,USA,Remote,Mid level,90K-180K Annually,https://builtin.com/job/ai-integrations-staff-engineer/7939728,7939728,2026-02-04
Applied AI Engineer,PermitFlow,"New York, NY, USA",In-Office,Mid level,175K-250K Annually,https://builtin.com/job/applied-ai-engineer/6779324,6779324,2026-02-04
AI Engineer - Backend,Traversal,"New York, NY, USA",In-Office,Mid level,150K-300K Annually,https://builtin.com/job/ai-engineer-backend/7173247,7173247,2026-02-04
Staff Software Engineer - AI Growth Lead,Coinbase,USA,Remote,Senior level,218K-257K Annually,https://builtin.com/job/staff-software-engineer-ai-growth-lead/8345952,8345952,2026-02-04
Senior Software Engineer - AI Platform (AI Acceleration),Coinbase,USA,Remote,Senior level,186K-219K Annually,https://builtin.com/job/senior-software-engineer-ai-platform-ai-acceleration/8345913,8345913,2026-02-04
Machine Learning Engineer - Risk AI/ML,Coinbase,USA,Remote,Mid level,162K-190K Annually,https://builtin.com/job/machine-learning-engineer-risk-ai-ml/8345870,8345870,2026-02-04
Principal AI Engineer (Remote),TENEX.AI,USA,Remote,Expert/Leader,,https://builtin.com/job/principal-ai-engineer-remote/7483844,7483844,2026-02-04
Staff AI Engineer,Loop AI - Delivery Intelligence Platform,"New York, NY, USA",In-Office,Senior level,200K-300K Annually,https://builtin.com/job/staff-ai-engineer/8297866,8297866,2026-02-04
AI First Software Engineer - Senior Associate,PwC,67 Locations,Hybrid,Mid level,77K-202K Annually,https://builtin.com/job/ai-first-software-engineer-senior-associate/7327457,7327457,2026-02-04
AI First Software Engineer - Manager,PwC,68 Locations,Hybrid,Senior level,99K-232K Annually,https://builtin.com/job/ai-first-software-engineer-manager/7327471,7327471,2026-02-04
Conversational AI Engineer,Zillow,USA,Remote,Senior level,130K-218K Annually,https://builtin.com/job/conversational-ai-engineer/8348227,8348227,2026-02-04
AI Engineer,Cinder,"New York, NY, USA",In-Office,Senior level,200K-250K Annually,https://builtin.com/job/ai-engineer/8082491,8082491,2026-02-04
"Principal, AI Data Engineer (Remote)",CrowdStrike,USA,Remote or Hybrid,Senior level,170K-260K Annually,https://builtin.com/job/principal-ai-data-engineer-remote/8194670,8194670,2026-02-04
AI Engineer,Chaos Labs,3 Locations,Remote,Senior level,130K-200K Annually,https://builtin.com/job/ai-engineer/8383234,8383234,2026-02-04
Senior AI Engineer,Sparq,United States,Remote,Senior level,,https://builtin.com/job/senior-ai-engineer/7579131,7579131,2026-02-04
AI Engineer,Bobsled,US,Remote,Junior,,https://builtin.com/job/ai-engineer/7738766,7738766,2026-02-04
"Senior Software Engineer, Data & AI Engineering (US)",Scrunch AI,USA,Remote,Senior level,,https://builtin.com/job/senior-software-engineer-data-ai-engineering-us/7648944,7648944,2026-02-04
Applied AI Engineer,Valence,3 Locations,In-Office or Remote,Mid level,,https://builtin.com/job/applied-ai-engineer/8294889,8294889,2026-02-04
"Senior Manager, Solutions Architecture , AI & Developer Platform",Cloudflare,3 Locations,Remote or Hybrid,Senior level,244K-336K Annually,https://builtin.com/job/senior-manager-solutions-architecture-ai-developer-platform/8084392,8084392,2026-02-04
Applied AI Engineer,Oscar Health,"New York, NY, USA",In-Office,Senior level,181K-237K Annually,https://builtin.com/job/applied-ai-engineer/8294039,8294039,2026-02-04
Software Engineer - AI Infrastructure,Assembled,"New York, NY, USA",In-Office,Senior level,135K-280K Annually,https://builtin.com/job/software-engineer-ai-infrastructure/7326423,7326423,2026-02-04
Software Engineer - AI Agents,Assembled,"New York, NY, USA",In-Office,Senior level,135K-280K Annually,https://builtin.com/job/software-engineer-ai-agents/7312223,7312223,2026-02-04
Senior Software Engineer (Developer Tools and AI),Squarespace,"New York City, NY, USA",Hybrid,Senior level,129K-232K Annually,https://builtin.com/job/senior-software-engineer-developer-tools/7099873,7099873,2026-02-04
AI Engineer,Ensemble Health Partners,United States,Remote,Senior level,,https://builtin.com/job/ai-engineer/4133741,4133741,2026-02-04
Senior Marketing AI Data Engineer,Samsara,United States,Remote or Hybrid,Senior level,112K-170K Annually,https://builtin.com/job/senior-marketing-ai-data-engineer/8180915,8180915,2026-02-04
"AI Engineer, IS",Point72,United States,Remote,Senior level,175K-225K Annually,https://builtin.com/job/ai-engineer/7445802,7445802,2026-02-04
AI Engineer,Rilla,"New York City, NY, USA",In-Office,Mid level,200K-300K Annually,https://builtin.com/job/ai-engineer/6707113,6707113,2026-02-04
Senior AI Engineer,Resonance Companies,"New York, NY, USA",In-Office,Senior level,,https://builtin.com/job/senior-ai-engineer/6926889,6926889,2026-02-04
"Applied AI, Technical Lead - Forward Deployed AI Engineer",Mistral AI,"New York, NY, USA",Hybrid,Senior level,,https://builtin.com/job/applied-ai-technical-lead-forward-deployed-ai-engineer-nyc/7831392,7831392,2026-02-04
Generative AI Engineer,Regard,3 Locations,Hybrid,Mid level,170K-240K Annually,https://builtin.com/job/generative-ai-engineer/7844529,7844529,2026-02-04
Senior Staff AI Engineer,LiveRamp,2 Locations,In-Office,Senior level,177K-257K Annually,https://builtin.com/job/senior-staff-ai-engineer/7861740,7861740,2026-02-04
Platform Engineer – AI/ML Infrastructure,Deepgram,USA,Remote,Senior level,160K-220K Annually,https://builtin.com/job/platform-engineer-ai-ml-infrastructure/7416435,7416435,2026-02-04
"Staff AI Engineer - Grafana Ops, AI/ML | USA | Remote",Grafana Labs,United States,Remote,Mid level,175K-210K Annually,https://builtin.com/job/staff-ai-engineer-grafana-ops-ai-ml-usa-remote/8076344,8076344,2026-02-04
Senior AI Engineer (Rapid Prototyping & Analytics ),Prompt Therapy Solutions Inc,USA,Remote,Senior level,160K-220K Annually,https://builtin.com/job/senior-ai-engineer-rapid-prototyping-analytics/8102843,8102843,2026-02-04
Senior AI Engineer,The College Board,USA,Remote,Senior level,150K-163K Annually,https://builtin.com/job/senior-ai-engineer/7602446,7602446,2026-02-04
Staff Applied AI Engineer,StackBlitz,USA,Remote,Senior level,,https://builtin.com/job/staff-applied-ai-engineer/8363829,8363829,2026-02-04
Senior Associate - Senior Software Engineer - AI & Cloud Platforms,New York Life Insurance Company,"New York, NY, USA",In-Office,Senior level,100K-143K Annually,https://builtin.com/job/senior-associate-senior-software-engineer-ai-cloud-platforms/8219705,8219705,2026-02-04
Applied AI Engineer,Humana,5 Locations,In-Office,Senior level,142K-196K Annually,https://builtin.com/job/senior-ai-engineer/7528309,7528309,2026-02-04
Staff AI Engineer - Tower Research Ventures,Tower Research Capital,"New York, NY, USA",In-Office,Senior level,175K-250K Annually,https://builtin.com/job/staff-ai-engineer-tower-research-ventures/7601926,7601926,2026-02-04
Principal AI/ML Engineer - AdTech,Zeta Global,United States,Remote or Hybrid,Expert/Leader,300K-400K Annually,https://builtin.com/job/principal-ai-ml-engineer-adtech/7514379,7514379,2026-02-04
AI Engineer,"Metova, Inc.",5 Locations,Remote,Senior level,,https://builtin.com/job/ai-engineer/7937007,7937007,2026-02-04
Senior Applied AI Engineer,Clarium,US,Remote,Senior level,,https://builtin.com/job/senior-applied-ai-engineer/7936875,7936875,2026-02-04
Senior AI Engineer,Q-Centrix,USA,Remote or Hybrid,Senior level,130K-150K Annually,https://builtin.com/job/senior-ai-engineer/7940794,7940794,2026-02-04
EverPro - Senior AI Engineer,EverCommerce,US,Remote,Senior level,145K-165K Annually,https://builtin.com/job/everpro-senior-ai-engineer/7686766,7686766,2026-02-04
AI Engineer II,VCU Health,USA,Remote,Senior level,,https://builtin.com/job/ai-engineer-ii/7925663,7925663,2026-02-04
"Staff AI Engineer, GenAI",Teladoc Health,USA,Remote,Senior level,170K-190K Annually,https://builtin.com/job/staff-ai-engineer-genai/8343853,8343853,2026-02-04
"Lead Machine Learning Engineer (Gen AI, Python, Go, AWS)",Capital One,4 Locations,Hybrid,Senior level,197K-246K Annually,https://builtin.com/job/lead-machine-learning-engineer-gen-ai-python-go-aws/8203898,8203898,2026-02-04
AI Engineer,Metropolitan Commercial Bank,"New York, NY, USA",In-Office,Senior level,130K-200K Annually,https://builtin.com/job/ai-engineer/7119550,7119550,2026-02-04
"Staff Engineer, Applied AI",Zapier,2 Locations,Remote,Expert/Leader,275K-412K Annually,https://builtin.com/job/staff-engineer-applied-ai/7888312,7888312,2026-02-04
Principal AI Engineer,Chainguard,United States,Remote,Senior level,,https://builtin.com/job/principal-ai-engineer/8332487,8332487,2026-02-04
Forward Deployed AI Engineer,Defense Unicorns,United States,Remote,Mid level,123K-201K Annually,https://builtin.com/job/forward-deployed-ai-engineer/7696349,7696349,2026-02-04
AI Engineer,OneMagnify,USA,Remote,Junior,,https://builtin.com/job/ai-engineer/8330186,8330186,2026-02-04
"Software Engineer, AI Product",WorkWhile,4 Locations,In-Office,Mid level,,https://builtin.com/job/software-engineer-ai-product/8041726,8041726,2026-02-04
Software Engineer - Voice AI Agent,Assembled,United States,Remote,Mid level,135K-280K Annually,https://builtin.com/job/software-engineer-voice-ai-agent/8283259,8283259,2026-02-04
AI Engineer,LangChain,3 Locations,In-Office or Remote,Senior level,160K-180K Annually,https://builtin.com/job/ai-engineer/8064361,8064361,2026-02-04
"Applied AI Engineer, Enterprise GenAI",Scale AI,2 Locations,In-Office,Mid level,181K-226K Annually,https://builtin.com/job/applied-ai-engineer-enterprise-genai/7125643,7125643,2026-02-04
"Forward Deployed AI Engineer, Enterprise",Scale AI,2 Locations,In-Office,Junior,179K-224K Annually,https://builtin.com/job/forward-deployed-engineer/6934349,6934349,2026-02-04
AI Engineer,Sorcero,United States,Remote,Mid level,150K-180K Annually,https://builtin.com/job/ai-engineer/7425417,7425417,2026-02-04
"Senior AI Engineer, Agentic Systems",AI Technology Partners,United States,Remote,Senior level,,https://builtin.com/job/senior-ai-engineer-agentic-systems/8316493,8316493,2026-02-04
Staff AI Engineer,Doma,USA,Remote,Senior level,147K-215K Annually,https://builtin.com/job/staff-ai-engineer/8316159,8316159,2026-02-04
Sr. AI Engineer,Hercules AI,USA,Remote,Senior level,,https://builtin.com/job/sr-ai-engineer/8312570,8312570,2026-02-04
AI Engineer,TriEdge Investments,"New York City, NY, USA",In-Office,Mid level,175K-220K Annually,https://builtin.com/job/ai-engineer-hypha-ai/7106001,7106001,2026-02-04
AI Engineer – Investment Research & Workflows,Point72,"New York, NY, USA",In-Office,Junior,,https://builtin.com/job/ai-engineer-investment-research-workflows/8061454,8061454,2026-02-04
Principal AV Behavior and AI Safety Engineer: Technical Lead (GPSSC),General Motors,United States,Remote or Hybrid,Senior level,228K-350K Annually,https://builtin.com/job/principal-av-behavior-and-ai-safety-engineer-technical-lead/7371557,7371557,2026-02-04
AI Engineer,Galileo,United States,Remote,Mid level,130K-180K Annually,https://builtin.com/job/ai-engineer/8306794,8306794,2026-02-04
Staff AI Engineer (Systems),Strike (simplistic.com),USA,Remote,Mid level,216K-232K Annually,https://builtin.com/job/staff-ai-platform-engineer/8305169,8305169,2026-02-04
"ML Engineer, Voice & AI",Freed,2 Locations,Hybrid,Mid level,160K-270K Annually,https://builtin.com/job/ml-engineer-voice-ai/7416503,7416503,2026-02-04
Senior IT Engineer (AI & Automation),Headway,3 Locations,In-Office or Remote,Senior level,152K-179K Annually,https://builtin.com/job/senior-it-engineer-ai-automation/7777666,7777666,2026-02-04
AI Forward Deployed Engineer,Regal,"New York, NY, USA",Hybrid,Mid level,135K-180K Annually,https://builtin.com/job/ai-forward-deployed-engineer/4387325,4387325,2026-02-04
AI Engineer,PAR Technology,United States,Remote,Senior level,140K-180K Annually,https://builtin.com/job/ai-engineer/7937664,7937664,2026-02-04
Applied AI Engineer (Startups),Anthropic,2 Locations,In-Office,Senior level,200K-320K Annually,https://builtin.com/job/applied-ai-engineer-startups/8235236,8235236,2026-02-04
AI Engineer - Data Platform,Traversal,"New York, NY, USA",In-Office,Mid level,150K-300K Annually,https://builtin.com/job/ai-engineer-data-platform/7095187,7095187,2026-02-04
AI Engineer - Full-Stack,Traversal,"New York, NY, USA",In-Office,Mid level,150K-300K Annually,https://builtin.com/job/ai-engineer-full-stack/7095189,7095189,2026-02-04
AI Engineer - Agents,Traversal,"New York, NY, USA",In-Office,Mid level,150K-300K Annually,https://builtin.com/job/ai-engineer-agents/7095186,7095186,2026-02-04
AI Engineer - Site Reliability Researcher,Traversal,"New York, NY, USA",In-Office,Junior,150K-300K Annually,https://builtin.com/job/ai-engineer-site-reliability-researcher/7095191,7095191,2026-02-04
Applied AI Engineer,Flora Fauna AI,"New York City, NY, USA",In-Office,Senior level,5-5 Annually,https://builtin.com/job/agent-engineer/7758593,7758593,2026-02-04
AI engineer,Writer,2 Locations,In-Office or Remote,Mid level,152K-316K Annually,https://builtin.com/job/ai-engineer/8233170,8233170,2026-02-04
"Applied AI Engineer, Beneficial Deployments",Anthropic,2 Locations,In-Office,Mid level,280K-300K Annually,https://builtin.com/job/applied-ai-engineer-beneficial-deployments/8232689,8232689,2026-02-04
Senior Backend Engineer - AI Integration Discovery,Jellyfish,United States,Remote or Hybrid,Senior level,165K-235K Annually,https://builtin.com/job/senior-backend-engineer-ai-integration-discovery/8061691,8061691,2026-02-04
Senior Backend Engineer - Native AI Platform,Jellyfish,United States,Remote or Hybrid,Senior level,165K-235K Annually,https://builtin.com/job/senior-backend-engineer-native-ai-platfom/8061699,8061699,2026-02-04
"Senior Backend Engineer, AI Systems",Jellyfish,United States,Remote or Hybrid,Senior level,165K-235K Annually,https://builtin.com/job/senior-backend-engineer-ai-systems/8061693,8061693,2026-02-04
"Sr Software Engineer, AI",Basis,United States,Remote,Senior level,118K-184K Annually,https://builtin.com/job/sr-software-engineer-ai/8254649,8254649,2026-02-04
"Senior AI Engineer, AI Services",AHEAD,United States,Remote,Senior level,230K-300K Annually,https://builtin.com/job/senior-ai-engineer-ai-services/7898928,7898928,2026-02-04
"AI Engineer, AI Services",AHEAD,United States,Remote,Mid level,180K-230K Annually,https://builtin.com/job/ai-engineer-ai-services/7898925,7898925,2026-02-04
Applied AI Engineer & Researcher,Speechify,USA,Remote,Senior level,,https://builtin.com/job/senior-applied-ai-scientist/1393425,1393425,2026-02-04
Founding AI Engineer,August Law,"New York City, NY, USA",In-Office,Mid level,175K-300K Annually,https://builtin.com/job/founding-ai-engineer/7569421,7569421,2026-02-04
AI Engineer,Titan (titanmsp.ai),2 Locations,In-Office,Mid level,175K-350K Annually,https://builtin.com/job/ai-engineer/7569544,7569544,2026-02-04
Lead AI Engineer,Humana,5 Locations,In-Office,Senior level,157K-215K Annually,https://builtin.com/job/lead-ai-engineer/8004304,8004304,2026-02-04
Lead AI Engineer,Lyric - Clarity in motion.,United States,Remote,Senior level,212K-317K Annually,https://builtin.com/job/lead-ai-engineer/6734139,6734139,2026-02-04
Senior Security Engineer (AI Security),Justworks,"New York, NY, USA",Hybrid,Senior level,168K-226K Annually,https://builtin.com/job/senior-security-engineer-ai-security/7482740,7482740,2026-02-04
"Applied AI Engineer, Internal Tooling - New York",Automattic,USA,Remote,Mid level,170K-230K Annually,https://builtin.com/job/applied-ai-engineer-internal-tooling-new-york/8296668,8296668,2026-02-04
Senior Software Engineer | AI,8am (Formerly AffiniPay),United States,Remote,Senior level,150K-180K Annually,https://builtin.com/job/senior-software-engineer-ai/8064450,8064450,2026-02-04
"Principal Product Manager, Gen AI Developer Tools",Anaconda,United States,Remote,Senior level,163K-282K Annually,https://builtin.com/job/principal-product-manager-gen-ai-developer-tools/7641334,7641334,2026-02-04
Senior AI Engineer - Monetization Platform,Yahoo,United States of America,Remote,Mid level,128K-267K Annually,https://builtin.com/job/senior-ai-engineer-monetization-platform/6623720,6623720,2026-02-04
AI Engineer - Infrastructure,Traversal,"New York, NY, USA",In-Office,Mid level,150K-300K Annually,https://builtin.com/job/ai-engineer-infrastructure/8198846,8198846,2026-02-04
AI Developer,Harvard Business Publishing,US,Remote,Senior level,150K-170K Annually,https://builtin.com/job/ai-developer/8291746,8291746,2026-02-04
AI Engineer - AI Platform,Traversal,"New York, NY, USA",In-Office,Senior level,150K-300K Annually,https://builtin.com/job/ai-engineer-ai-platform/7298636,7298636,2026-02-04
Senior Generative AI Engineer,Natera,US,Remote,Senior level,125K-156K Annually,https://builtin.com/job/senior-generative-ai-engineer/8285932,8285932,2026-02-04
Senior AI Engineer,Curai Health,USA,Remote,Senior level,200K-220K Annually,https://builtin.com/job/senior-ai-engineer/7639838,7639838,2026-02-04
Staff AI Engineer,Curai Health,USA,Remote,Senior level,240K-260K Annually,https://builtin.com/job/staff-ai-engineer/7639839,7639839,2026-02-04
Senior AI Engineer,Optimal Dynamics,USA,Remote,Senior level,170K-200K Annually,https://builtin.com/job/senior-ai-engineer/7161831,7161831,2026-02-04
Senior AI Engineer,Ethos,US,Remote,Senior level,146K-236K Annually,https://builtin.com/job/ai-engineer/8281490,8281490,2026-02-04
AI Engineer,Precision Medicine Group,United States,Remote,Mid level,134K-165K Annually,https://builtin.com/job/ai-engineer/8279157,8279157,2026-02-04
Senior AI Engineer,Spara,"New York City, NY, USA",In-Office,Senior level,180K-220K Annually,https://builtin.com/job/senior-ai-engineer/8031582,8031582,2026-02-04
Senior/Staff AI Engineer,Homebound,US,Remote or Hybrid,Senior level,180K-230K Annually,https://builtin.com/job/senior-staff-ai-engineer/8273867,8273867,2026-02-04
Applied AI Engineer,Ramp,2 Locations,In-Office,Entry level,155K-340K Annually,https://builtin.com/job/applied-ai-engineer-all-levels/8178250,8178250,2026-02-04
Applied AI Engineer,Arc (joinarc.com),8 Locations,In-Office or Remote,Senior level,180K-300K Annually,https://builtin.com/job/applied-ai-engineer/8177557,8177557,2026-02-04
Senior AI Engineer,Prokeep,United States,Remote,Senior level,,https://builtin.com/job/senior-ai-engineer/8271905,8271905,2026-02-04
AI Solution Engineer,Hewlett Packard Enterprise,7 Locations,In-Office or Remote,Mid level,135K-311K Annually,https://builtin.com/job/ai-solution-engineer/7891269,7891269,2026-02-04
Junior AI Engineer,Tria Federal,USA,Remote,Mid level,,https://builtin.com/job/agentic-ai-engineer/7627971,7627971,2026-02-04
"Lead/Staff Full Stack Engineer, AI Platform & Agents (US/Canada Hybrid/Remote)",Wolters Kluwer,7 Locations,In-Office or Remote,Senior level,97K-174K Annually,https://builtin.com/job/lead-staff-full-stack-engineer-ai-platform-agents-us-canada-hybrid-remote/7570872,7570872,2026-02-04
"Senior Principal Software Engineer – AI Enablement, Engineering Productivity & Digital Assets (Hybrid - Flexible Options)",Broadridge,"New York, NY, USA",In-Office,Senior level,200K-250K Annually,https://builtin.com/job/senior-principal-software-engineer-ai-enablement-engineering-productivity-digital-assets-hybrid-flexible-options/8377335,8377335,2026-02-04
Lead AI Engineer,Tidal Financial Group,United States,Remote,Senior level,,https://builtin.com/job/ai-lead-engineer/8266626,8266626,2026-02-04
AI Native Software Engineer,Accenture,24 Locations,In-Office,Mid level,64K-196K Annually,https://builtin.com/job/ai-native-software-engineer/8395514,8395514,2026-02-04
Senior Engineer- Applied AI (Python),GEICO,5 Locations,In-Office,Senior level,100K-215K Annually,https://builtin.com/job/senior-engineer-applied-ai-python/8395023,8395023,2026-02-04
"Frontend Engineer, AI Observability & Evals Platform",LangChain,3 Locations,In-Office,Mid level,155K-195K Annually,https://builtin.com/job/frontend-engineer-ai-observability-evals-platform/8394680,8394680,2026-02-04
Senior Software Engineer for AI Startup,Makai Labs,3 Locations,In-Office or Remote,Senior level,120K-150K Annually,https://builtin.com/job/senior-software-engineer-ai-startup/7034922,7034922,2026-02-04
Lead AI Software Engineer,WorldQuant,5 Locations,In-Office,Mid level,150K-250K Annually,https://builtin.com/job/lead-ai-software-engineer/8163003,8163003,2026-02-04
Senior Principal Research Engineer: AEC Geometric Data - Generative AI,Autodesk,23 Locations,In-Office or Remote,Senior level,169K-303K Annually,https://builtin.com/job/senior-principal-research-engineer-aec-geometric-data-generative-ai/8394404,8394404,2026-02-04
Staff AI Engineer,Spara,"New York City, NY, USA",In-Office,Senior level,210K-250K Annually,https://builtin.com/job/staff-ai-engineer/6473744,6473744,2026-02-04
AI Engineer,Pathwork,"Brooklyn, New York, NY, USA",In-Office,Senior level,150K-220K Annually,https://builtin.com/job/ai-engineer/7780691,7780691,2026-02-04
AI Engineer,Moment,"New York, NY, USA",In-Office,Mid level,200K-325K Annually,https://builtin.com/job/ai-engineer/8008708,8008708,2026-02-04
Senior AI Engineer,Talkspace,"New York, NY, USA",In-Office or Remote,Senior level,169K-200K Annually,https://builtin.com/job/senior-ai-engineer/8018375,8018375,2026-02-04
Applied AI Engineer (New York),Automattic,"New York City, NY, USA",In-Office,Senior level,130K-250K Annually,https://builtin.com/job/applied-ai-engineer-new-york/7046632,7046632,2026-02-04
Lead Identity Engineer – API  & AI Gateways,S&P Global,3 Locations,In-Office,Senior level,120K-175K Annually,https://builtin.com/job/lead-identity-engineer-api-ai-gateways/8189294,8189294,2026-02-04
Software Engineer - AI Platform,Accrete AI,"New York, NY, USA",In-Office,Mid level,120K-180K Annually,https://builtin.com/job/software-engineer-ai-platform/8390205,8390205,2026-02-04
Senior Software Engineer - AI Products,Consumer Edge,2 Locations,In-Office,Senior level,140K-180K Annually,https://builtin.com/job/senior-software-engineer/8388249,8388249,2026-02-04
"Senior Software Engineer, AI Developer Experience",Vanta,2 Locations,Remote,Senior level,179K-244K Annually,https://builtin.com/job/senior-software-engineer-ai-developer-experience/8258893,8258893,2026-02-04
Lead Software Engineer AI - (Materia AI),Thomson Reuters,"New York, NY, USA",Hybrid,Senior level,127K-237K Annually,https://builtin.com/job/lead-software-engineer-ai-materia-ai/8030089,8030089,2026-02-04
"Lead/Staff Software Engineer, AI",Thomson Reuters,6 Locations,Hybrid,Senior level,137K-293K Annually,https://builtin.com/job/lead-staff-software-engineer-ai/7925740,7925740,2026-02-04
Staff Platform Engineer - Materia AI,Thomson Reuters,5 Locations,Hybrid,Senior level,102K-190K Annually,https://builtin.com/job/staff-platform-engineer-materia-ai/8043046,8043046,2026-02-04
Summer 2026 AI Engineer Intern,"Datacor, Inc.",US,Remote,Internship,,https://builtin.com/job/summer-2026-ai-engineer-intern/7602738,7602738,2026-02-04
Senior Software Engineer - AI I,Thomson Reuters,4 Locations,Hybrid,Senior level,100K-235K Annually,https://builtin.com/job/senior-software-engineer-ai-i/8373747,8373747,2026-02-04
"Principal Full Stack Engineer, AI Platform & Agents (US/Canada Hybrid/Remote)",Wolters Kluwer,7 Locations,In-Office or Remote,Senior level,158K-282K Annually,https://builtin.com/job/principal-full-stack-engineer-ai-platform-agents/7437480,7437480,2026-02-04
AI Engineer II,CareSource,USA,Remote,Mid level,83K-133K Annually,https://builtin.com/job/ai-engineer-ii/8191380,8191380,2026-02-04
Generative AI Common Platform Engineer - VP,Citi,"New York, NY, USA",In-Office,Senior level,142K-213K Annually,https://builtin.com/job/generative-ai-common-platform-engineer-vp/7714622,7714622,2026-02-04
Senior Product Engineer - AI fintech startup,Cherry Ventures,"New York, NY, USA",In-Office,Senior level,150K-220K Annually,https://builtin.com/job/senior-product-engineer-ai-fintech-startup/7452356,7452356,2026-02-04
Frontend Engineer - AI Products,Herald,"New York City, NY, USA",In-Office,Junior,140K-200K Annually,https://builtin.com/job/frontend-engineer/7458709,7458709,2026-02-04
Staff AI Platform Engineer,AlphaSense,"New York, NY, USA",Hybrid,Senior level,203K-304K Annually,https://builtin.com/job/senior-ai-engineer/7391894,7391894,2026-02-04
AI Software Engineer,Stylitics,"New York, NY, USA",In-Office,Senior level,,https://builtin.com/job/ai-software-engineer/7037957,7037957,2026-02-04
Senior Software Engineer - AI & Intelligent Tooling,Plaid,2 Locations,Hybrid,Senior level,180K-270K Annually,https://builtin.com/job/software-engineer-intelligent-tooling/8151143,8151143,2026-02-04
AI Sales Engineer,Stuut,2 Locations,In-Office,Senior level,230K-250K Annually,https://builtin.com/job/founding-account-manager/7450319,7450319,2026-02-04
Senior Software Engineer - AI/ML Infra,GEICO,3 Locations,In-Office,Senior level,105K-300K Annually,https://builtin.com/job/senior-software-engineer-ai-ml-infra/7726466,7726466,2026-02-04
Senior AI Tools Engineer,Authentic Brands Group,"New York, NY, USA",In-Office,Mid level,170K-210K Annually,https://builtin.com/job/senior-ai-tools-engineer/7721162,7721162,2026-02-04
Staff AI Engineer - AI Platform,ClickUp,United States of America,Remote or Hybrid,Senior level,250K-300K Annually,https://builtin.com/job/staff-ai-engineer-ai-platform/8247056,8247056,2026-02-04
Staff AI Engineer - AI Product,ClickUp,United States of America,Remote or Hybrid,Senior level,250K-300K Annually,https://builtin.com/job/staff-ai-engineer-ai-product/8247027,8247027,2026-02-04
Senior AI Engineer - AI Platform,ClickUp,United States of America,Remote or Hybrid,Senior level,200K-250K Annually,https://builtin.com/job/senior-ai-engineer-ai-platform/8247031,8247031,2026-02-04
Senior AI Engineer - AI Product,ClickUp,United States of America,Remote or Hybrid,Senior level,200K-250K Annually,https://builtin.com/job/senior-ai-engineer-ai-product/8247026,8247026,2026-02-04
Senior Software Engineer - AI (Materia AI),Thomson Reuters,4 Locations,Hybrid,Senior level,110K-235K Annually,https://builtin.com/job/senior-software-engineer-ai-materia-ai/7830844,7830844,2026-02-04
Senior AI Developer,EBizCharge,United States,Remote,Senior level,,https://builtin.com/job/senior-ai-developer/7592560,7592560,2026-02-04
"Staff AI Engineer, Data Systems",MagicSchool AI,USA,Remote,Senior level,205K-240K Annually,https://builtin.com/job/staff-ai-context-engineer/7601466,7601466,2026-02-04
Principal AI Engineer,Jump,US,Remote,Expert/Leader,230K-230K Annually,https://builtin.com/job/principal-ai-engineer/7597563,7597563,2026-02-04
"AI Engineer & Researcher, Inference",Speechify,USA,Remote,Mid level,,https://builtin.com/job/senior-backend-engineer-ai-serving-node/3203184,3203184,2026-02-04
AI Engineer (New Graduate),Distyl AI,2 Locations,In-Office,Internship,,https://builtin.com/job/ai-engineer-new-graduate/8167728,8167728,2026-02-04
"Sales Engineer, Applied AI",Instabase,"New York, NY, USA",In-Office,Mid level,157K-175K Annually,https://builtin.com/job/applied-ai-field-engineer/7973915,7973915,2026-02-04
AI/ML Engineer,Candid Health,3 Locations,In-Office,Senior level,165K-220K Annually,https://builtin.com/job/ai-ml-software-engineer/8118992,8118992,2026-02-04
AI Pod: Fullstack Product Engineer,CPOHQ + Knoetic AI,"New York City, NY, USA",In-Office,Mid level,,https://builtin.com/job/ai-pod-fullstack-product-engineer/8110108,8110108,2026-02-04
Applied AI/ML Engineer,extend (extend.app),"New York City, NY, USA",In-Office,Mid level,200K-350K Annually,https://builtin.com/job/ai-engineer/4749439,4749439,2026-02-04
AI Deployment Engineer,OpenAI,"New York City, NY, USA",In-Office,Senior level,197K-278K Annually,https://builtin.com/job/solutions-architect-generative-ai-deployment/6431012,6431012,2026-02-04
Founding AI Engineer - Supernal,Infinity Constellation,USA,Remote,Mid level,,https://builtin.com/job/founding-ai-engineer-supernal/7309806,7309806,2026-02-04
Full Stack AI Engineer,Infinity Constellation,USA,Remote,Mid level,75-75 Hourly,https://builtin.com/job/full-stack-ai-engineer/7309810,7309810,2026-02-04
Senior Applied AI Engineer,StackBlitz,USA,Remote,Senior level,,https://builtin.com/job/senior-applied-ai-engineer/7094264,7094264,2026-02-04
